Marque;Segment;Trage;SEGMENT_MODOP;reporting+70;PVFP;PM actu;collecte;rachatsNBtotactu;DCNBtotactu;prestations;;;;;
MAAF;UC;60-70ans;Ex PC;0;27725,5844;3663498,86;246909,598;152091,319;99722,0514;251813,3704;;;;;
MAAF;UC;60-70ans;GP;0;318082,329;46956603,4;3273624,97;1955373,79;1368322,53;3323696,32;;;;;
MAAF;UC;60-70ans;PC;0;5981597,15;740658280;37973112,7;17609689,3;22448417;40058106,3;;;;;
MAAF;UC;60-70ans;PP;0;278195,294;40073746,4;3046721,97;2163917,26;1052823,37;3216740,63;;;;;
MAAF;UC;70-75ans;Ex PC;1;795,23145;118376,452;9933,65394;4265,66424;6278,27643;10543,94067;;;;;
MAAF;UC;70-75ans;GP;1;113883,355;16344441;1209267,02;602950,382;702640,01;1305590,392;;;;;
MAAF;UC;70-75ans;PC;1;1678221,43;219605468;13845054,1;5399855,77;9952177,93;15352033,7;;;;;
MAAF;UC;70-75ans;PP;1;62702,0006;9475932,16;842940,609;540984,025;372119,269;913103,294;;;;;
MAAF;UC;75-80ans;Ex PC;1;878,857586;130364,822;9999,99943;2211,59913;9017,20917;11228,8083;;;;;
MAAF;UC;75-80ans;GP;1;18337,5255;2952871,37;295253,795;158037,854;160599,708;318637,562;;;;;
MAAF;UC;75-80ans;PC;1;371779,348;51579813,1;3838188,83;1259488,37;3037252,31;4296740,68;;;;;
MAAF;UC;75-80ans;PP;1;11560,5592;1854634,43;191154,043;108835,285;98701,3066;207536,5916;;;;;
MAAF;Prevoyance;0-30ans;NC;0;270250,889;0;3764162,02;0;1030251,1;1030251,1;;;;;
MAAF;Prevoyance;30-40ans;NC;0;392757,384;0;5462517,02;0;1495090,84;1495090,84;;;;;
MAAF;Prevoyance;40-50ans;NC;0;477589,181;0;6622334,03;0;1812532,9;1812532,9;;;;;
MAAF;Prevoyance;50-60ans;NC;0;460335,881;0;6342580,03;0;1735964,22;1735964,22;;;;;
MAAF;Prevoyance;60-70ans;NC;0;1537103,94;0;22970475,1;0;4314370,74;4314370,74;;;;;
MAAF;Prevoyance;70-75ans;NC;1;0;0;0;0;0;0;;;;;
GMF;EURO;+80ans;GP;1;170296,798;2,51E+08;27512313,8;5423500;25106059;30529559;;;;;
GMF;EURO;+80ans;PC;1;603593,62;8,09E+08;86926105,8;10415188;86722567;97137755;;;;;
GMF;EURO;+80ans;PP;1;16236,3442;19612512,6;1954246,99;491233,5;1695678;2186911,5;;;;;
GMF;EURO;0-30ans;GP;0;677621,833;4,98E+08;28511184,6;27758755;572373,9;28331128,9;;;;;
GMF;EURO;0-30ans;PC;0;362551,382;2,11E+08;9146370,28;7985799;339336,4;8325135,4;;;;;
GMF;EURO;0-30ans;PP;0;17655,2202;13543256,4;895334,585;934749,2;11721,99;946471,19;;;;;
GMF;EURO;30-40ans;GP;0;616157,503;4,25E+08;23526626,6;20844035;1448175;22292210;;;;;
GMF;EURO;30-40ans;PC;0;601513,469;3,46E+08;14703509;11690518;1376651;13067169;;;;;
GMF;EURO;30-40ans;PP;0;53583,103;38391605,7;2421798,52;2301030;123368,7;2424398,7;;;;;
GMF;EURO;40-50ans;GP;0;712166,329;4,73E+08;24053090,9;18746792;3966314;22713106;;;;;
GMF;EURO;40-50ans;PC;0;1004081,24;5,74E+08;22819864,5;15297029;5273848;20570877;;;;;
GMF;EURO;40-50ans;PP;0;142893,742;97845515,3;5694679,71;4810120;806747,2;5616867,2;;;;;
GMF;EURO;50-60ans;GP;0;1196139,51;8,53E+08;46238678,7;27411150;16640219;44051369;;;;;
GMF;EURO;50-60ans;PC;0;2750744,3;1,70E+09;70651468,1;36788037;35832962;72620999;;;;;
GMF;EURO;50-60ans;PP;0;412519,289;2,88E+08;15234541,9;10277054;5582375;15859429;;;;;
GMF;EURO;60-70ans;GP;0;1522874,9;1,21E+09;76877698,3;33891844;43824689;77716533;;;;;
GMF;EURO;60-70ans;PC;0;4663866,09;3,36E+09;1,63E+08;62580121;1,21E+08;183580121;;;;;
GMF;EURO;60-70ans;PP;0;896331,422;7,20E+08;42091132,6;23392361;23616194;47008555;;;;;
GMF;EURO;70-75ans;GP;1;488725,506;4,27E+08;32048667;10744400;22522982;33267382;;;;;
GMF;EURO;70-75ans;PC;1;1428177,85;1,21E+09;69969293,8;19812971;61180834;80993805;;;;;
GMF;EURO;70-75ans;PP;1;245663,883;2,29E+08;15279632,9;6672712;10727836;17400548;;;;;
GMF;EURO;75-80ans;GP;1;205890,919;2,26E+08;17802520,8;5350721;14634456;19985177;;;;;
GMF;EURO;75-80ans;PC;1;546882,132;5,24E+08;36509527,7;7375901;34662611;42038512;;;;;
GMF;EURO;75-80ans;PP;1;29984,7299;31665010;2494437,7;861855,6;1972400;2834255,6;;;;;
GMF;UC;+80ans;GP;1;3024,07391;1409358,71;130257,464;32261,99;111141,2;143403,19;;;;;
GMF;UC;+80ans;PC;1;65974,816;14124114,6;1265411,49;204671,8;1195691;1400362,8;;;;;
GMF;UC;+80ans;PP;1;3249,66073;842359,102;72653,4915;16593,29;63594,3;80187,59;;;;;
GMF;UC;0-30ans;GP;0;263373,189;45692329,3;2422720,95;2142994;45781,95;2188775,95;;;;;
GMF;UC;0-30ans;PC;0;150922,416;17369129,3;777506,512;582245,2;24581,55;606826,75;;;;;
GMF;UC;0-30ans;PP;0;23232,7834;3238678,3;187670,706;188111,2;1678,841;189790,041;;;;;
GMF;UC;30-40ans;GP;0;261844,5;43728462,6;2216983,04;1609031;149308,5;1758339,5;;;;;
GMF;UC;30-40ans;PC;0;426423,044;49251353,9;2015612,57;1218630;185128,3;1403758,3;;;;;
GMF;UC;30-40ans;PP;0;47637,9907;7167357,45;388113,061;306476,5;23624,8;330101,3;;;;;
GMF;UC;40-50ans;GP;0;342355,311;54812909,6;2625624,41;1677624;421221;2098845;;;;;
GMF;UC;40-50ans;PC;0;839739,18;99162746,7;3874818,29;1933214;817799,9;2751013,9;;;;;
GMF;UC;40-50ans;PP;0;109198,042;16431173;808772,741;553032,3;131716,4;684748,7;;;;;
GMF;UC;50-60ans;GP;0;451334,316;74759482,5;3579862,31;1906108;1308702;3214810;;;;;
GMF;UC;50-60ans;PC;0;2182552,95;2,74E+08;11240069,2;4370754;5172377;9543131;;;;;
GMF;UC;50-60ans;PP;0;277381,755;43586230,6;2168105,99;1243924;737120,3;1981044,3;;;;;
GMF;UC;60-70ans;GP;0;632415,505;1,14E+08;6241460,39;2889156;3465706;6354862;;;;;
GMF;UC;60-70ans;PC;0;4549804,49;6,30E+08;30481351,9;9509176;21201203;30710379;;;;;
GMF;UC;60-70ans;PP;0;627529,869;1,06E+08;5997488,68;3040949;3146306;6187255;;;;;
GMF;UC;70-75ans;GP;1;145535,629;28491995,5;1879072,71;742073,2;1290841;2032914,2;;;;;
GMF;UC;70-75ans;PC;1;1293861,59;1,96E+08;11317869,8;2992777;9175012;12167789;;;;;
GMF;UC;70-75ans;PP;1;148196,024;27645678,6;1813867,69;765805,3;1191743;1957548,3;;;;;
GMF;UC;75-80ans;GP;1;43745,1621;11549387,1;892277,891;303846,1;677604,6;981450,7;;;;;
GMF;UC;75-80ans;PC;1;359466,572;61882469,6;4274235,8;787903,2;3927236;4715139,2;;;;;
GMF;UC;75-80ans;PP;1;11440,1589;2484296,02;198875,381;73835,56;145114,7;218950,26;;;;;
GMF;Prevoyance;0-30ans;NC;0;332222,251;0;4943961,87;0;1057098;1057098;;;;;
GMF;Prevoyance;30-40ans;NC;0;483025,389;0;8452204,04;0;2063769;2063769;;;;;
GMF;Prevoyance;40-50ans;NC;0;505744,563;0;8255504,56;0;1908008;1908008;;;;;
GMF;Prevoyance;50-60ans;NC;0;352768,492;0;5680055,74;0;1266661;1266661;;;;;
GMF;Prevoyance;60-70ans;NC;0;97800,2326;0;1250115,83;0;190391,1;190391,1;;;;;
GMF;Prevoyance;70-75ans;NC;1;13174,84;0;164606,346;0;20804,94;20804,94;;;;;
GMF;Prevoyance;75-80ans;NC;1;0;0;0;0;0;0;;;;;
MMA;EURO;+80ans;GP;1;93676,35078;94509873,11;14046124,53;3923905,844;10535873,83;14459779,67;;;;;
MMA;EURO;+80ans;PC;1;471216,6122;599894959;88612346,01;22331221,29;70973112,56;93304333,85;;;;;
MMA;EURO;+80ans;PP;1;5028,05648;5389189,88;978780,549;455222,782;570254,857;1025477,639;;;;;
MMA;EURO;0-30ans;GP;0;150517,2425;121810736,2;7779633,891;7687714,951;91943,25846;7779658,209;;;;;
MMA;EURO;0-30ans;PC;0;2074808,188;1286846911;70971574,84;72557133,87;522304,4495;73079438,32;;;;;
MMA;EURO;0-30ans;PP;0;3206,97954;3135930,33;364831,498;386610,579;1459,01012;388069,5891;;;;;
MMA;EURO;30-40ans;GP;0;189465,2817;131497640,4;7453013,28;6393879,467;384928,0559;6778807,523;;;;;
MMA;EURO;30-40ans;PC;0;627504,4375;387921537;25614701,91;23702904,59;1017216,207;24720120,8;;;;;
MMA;EURO;30-40ans;PP;0;18970,9037;10690678,9;602329,096;477193,938;31800,6927;508994,6307;;;;;
MMA;EURO;40-50ans;GP;0;433545,2845;272040943,2;14042927,71;10748530,3;2135234,056;12883764,36;;;;;
MMA;EURO;40-50ans;PC;0;1464521,553;855900370;49172447,82;42012291,84;6351829,45;48364121,29;;;;;
MMA;EURO;40-50ans;PP;0;39826,5304;22635538,8;1198827,99;955945,827;194851,319;1150797,146;;;;;
MMA;EURO;50-60ans;GP;0;713184,1978;481476101;27830801,85;19663019,18;8803933,4;28466952,58;;;;;
MMA;EURO;50-60ans;PC;0;3454091,416;2109466604;117616403,3;89018634,27;37342057,64;126360691,9;;;;;
MMA;EURO;50-60ans;PP;0;60654,7599;38817895,8;2749149,98;2370046,31;598072,691;2968119,001;;;;;
MMA;EURO;60-70ans;GP;0;765248,5667;589957054,7;41389769,37;27156780,77;18294874,08;45451654,85;;;;;
MMA;EURO;60-70ans;PC;0;4333559,654;2998361338;194709922,6;128982662,1;91315077,78;220297739,9;;;;;
MMA;EURO;60-70ans;PP;0;37459,9123;26500695,1;2246067,99;1825912,49;678883,669;2504796,159;;;;;
MMA;EURO;70-75ans;GP;1;171228,897;141433103;12631539,12;6227187,261;6644448,947;12871636,21;;;;;
MMA;EURO;70-75ans;PC;1;969801,8317;749945891,8;58086060,51;29697277,79;34321978,84;64019256,63;;;;;
MMA;EURO;70-75ans;PP;1;4739,47105;3776880,75;432550,514;342717,344;124044,051;466761,395;;;;;
MMA;EURO;75-80ans;GP;1;79944,77907;63229200,46;6777765,1;2763178,085;4044971,756;6808149,841;;;;;
MMA;EURO;75-80ans;PC;1;354114,0611;297444507,4;27578718,64;12020884,23;18047239,87;30068124,1;;;;;
MMA;EURO;75-80ans;PP;1;3065,02064;2596663,38;336333,927;231003,097;130639,893;361642,99;;;;;
MMA;UC;+80ans;GP;1;9364,925049;3980813,95;539837,4899;118382,4815;454853,1306;573235,6121;;;;;
MMA;UC;+80ans;PC;1;56551,19374;65898310,91;8777660,91;1867623,169;7155376,243;9022999,412;;;;;
MMA;UC;+80ans;PP;1;466,438582;242765,202;31519,4824;12327,6576;22233,6113;34561,2689;;;;;
MMA;UC;0-30ans;GP;0;59477,20547;37667278,1;1929734,959;1605955,379;31239,75937;1637195,138;;;;;
MMA;UC;0-30ans;PC;0;1711920,266;489951121,2;25664348,36;23787989,57;267248,8829;24055238,45;;;;;
MMA;UC;0-30ans;PP;0;4970,52123;2306257,99;206636,605;209267,505;1340,27418;210607,7792;;;;;
MMA;UC;30-40ans;GP;0;160220,0043;60757400;2863624,219;1904417,587;172429,2449;2076846,832;;;;;
MMA;UC;30-40ans;PC;0;1578647,749;332129694;18400428,27;14482771,06;826519,656;15309290,72;;;;;
MMA;UC;30-40ans;PP;0;14568,7108;4430673,14;262083,506;206406,981;13605,9436;220012,9246;;;;;
MMA;UC;40-50ans;GP;0;273308,7876;82054803,2;3752254,86;2313075,148;558963,6083;2872038,757;;;;;
MMA;UC;40-50ans;PC;0;3429673,492;719211699;38704686,55;28419434,47;4658242,79;33077677,26;;;;;
MMA;UC;40-50ans;PP;0;70376,332;19301820,1;1056467,03;775624,353;125049,437;900673,79;;;;;
MMA;UC;50-60ans;GP;0;414459,4885;108489595,2;5370329,281;3122268,08;1801642,027;4923910,107;;;;;
MMA;UC;50-60ans;PC;0;6781736,57;1412308709;77108877,2;51135080,84;21574251,27;72709332,11;;;;;
MMA;UC;50-60ans;PP;0;63011,679;17478801,3;976759,324;696799,621;232874,775;929674,396;;;;;
MMA;UC;60-70ans;GP;0;365566,3679;88240362,41;5186806,577;2807094,164;2654492,03;5461586,194;;;;;
MMA;UC;60-70ans;PC;0;7436594,13;1575355239;95496704,82;52110316,16;46629920,52;98740236,69;;;;;
MMA;UC;60-70ans;PP;0;30481,553;8041536,67;571878,614;416578,286;194998,215;611576,501;;;;;
MMA;UC;70-75ans;GP;1;74298,11487;20544300,4;1469033,294;613455,3527;971439,7892;1584895,142;;;;;
MMA;UC;70-75ans;PC;1;1680619,079;404559548;29262637,34;11158740,29;18889966,26;30048706,55;;;;;
MMA;UC;70-75ans;PP;1;4263,95826;1176418,26;108173,847;73261,6353;45745,1697;119006,805;;;;;
MMA;UC;75-80ans;GP;1;20426,92218;6304151,63;536508,4619;183951,8118;399778,0922;583729,904;;;;;
MMA;UC;75-80ans;PC;1;617617,835;171659821,7;15028523,54;5000421,899;10438887,84;15439309,74;;;;;
MMA;UC;75-80ans;PP;1;2961,56555;899449,813;87883,4759;49771,9824;47639,5125;97411,4949;;;;;
MMA;Prevoyance;+80ans;GP;1;0;0;0;0;0;0;;;;;
MMA;Prevoyance;0-30ans;GP;0;59892,57856;0;1485990,627;0;494834,9164;494834,9164;;;;;
MMA;Prevoyance;30-40ans;GP;0;168805,6173;0;4701916,619;0;1565738,305;1565738,305;;;;;
MMA;Prevoyance;40-50ans;GP;0;261693,1766;0;5727377,428;0;1907216,757;1907216,757;;;;;
MMA;Prevoyance;50-60ans;GP;0;162021,8744;0;3357385,466;0;1118009,191;1118009,191;;;;;
MMA;Prevoyance;60-70ans;GP;0;75273,07668;0;1275792,273;0;424838,8133;424838,8133;;;;;
MMA;Prevoyance;70-75ans;GP;1;2328,22459;0;42146,1715;0;14034,6753;14034,6753;;;;;
MMA;Prevoyance;75-80ans;GP;1;0;0;0;0;0;0;;;;;
DAV;EURO;+80ans;GP;1;292644,478;385009873,1;46301605,89;10963632,38;39185485,35;50149117,73;;;;;
DAV;EURO;+80ans;PC;1;1371428,747;1763894959;213738914,8;40959416,83;191423209,9;232382626,7;;;;;
DAV;EURO;+80ans;PP;1;22944,71439;27074533,51;3173731,8;1035993,001;2440536,255;3476529,256;;;;;
DAV;EURO;0-30ans;GP;0;1037373,48;880810736,2;51937007,49;49054815,55;877774,1095;49932589,66;;;;;
DAV;EURO;0-30ans;PC;0;2670119,716;1650846911;86881272,12;86493742,95;995450,6345;87489193,58;;;;;
DAV;EURO;0-30ans;PP;0;46746,17504;48450771,33;3430703,083;3391743,049;41158,11292;3432901,162;;;;;
DAV;EURO;30-40ans;GP;0;1054429,051;777497640,4;45337363,88;39192613,77;2639325,069;41831938,84;;;;;
DAV;EURO;30-40ans;PC;0;1467819,469;885921537;47728314,91;41853659,07;2843651,693;44697310,76;;;;;
DAV;EURO;30-40ans;PP;0;139835,6458;97124174,3;5775495,616;4913228,288;347992,4507;5261220,739;;;;;
DAV;EURO;40-50ans;GP;0;1575179,291;1088040943;59793844,61;46630046,2;8933034,126;55563080,33;;;;;
DAV;EURO;40-50ans;PC;0;3030699,926;1780900370;88244136,32;69961646,74;14268481,58;84230128,32;;;;;
DAV;EURO;40-50ans;PP;0;358877,0074;242481054,1;14074653,7;11059526,88;2154604,279;13214131,16;;;;;
DAV;EURO;50-60ans;GP;0;2500401,655;1818476101;104429746,6;68495954,48;34010819,79;102506774,3;;;;;
DAV;EURO;50-60ans;PC;0;7706909,266;4807466604;234425474,4;155948507,8;90285587,34;246234095,1;;;;;
DAV;EURO;50-60ans;PP;0;718433,3639;513817895,8;29163356,88;20352210,45;9644934,741;29997145,19;;;;;
DAV;EURO;60-70ans;GP;0;2635820,144;2143957055;141783979,7;76450275,57;72072611,85;148522887,4;;;;;
DAV;EURO;60-70ans;PC;0;10822310,39;7788361338;433996801,6;233543906,6;255848596,1;489392502,7;;;;;
DAV;EURO;60-70ans;PP;0;1061820,491;870500695,1;52892914,59;30969033,95;27901440,92;58870474,87;;;;;
DAV;EURO;70-75ans;GP;1;763618,327;687999537;53602673,35;21617843,18;34393618,43;56011461,61;;;;;
DAV;EURO;70-75ans;PC;1;2971190,185;2491945892;161311724,7;64183439,09;118929834,8;183113273,9;;;;;
DAV;EURO;70-75ans;PP;1;290746,8749;280083845,9;19392797,54;9125028,394;12845014,78;21970043,18;;;;;
DAV;EURO;75-80ans;GP;1;315437,6832;327744519;28080897,1;9699113,445;20946760,5;30645873,94;;;;;
DAV;EURO;75-80ans;PC;1;1100631,33;1024467003;79305915,94;24821600,15;64576206,57;89397806,72;;;;;
DAV;EURO;75-80ans;PP;1;41927,1695;44970836,78;3801256,234;1570108,664;2705494,94;4275603,604;;;;;
DAV;UC;+80ans;GP;1;17572,38813;6315266,39;786750,1239;200550,9313;641020,4473;841571,3786;;;;;
DAV;UC;+80ans;PC;1;188330,5399;90226992,51;11018890,35;2335582,915;9173070,32;11508653,24;;;;;
DAV;UC;+80ans;PP;1;3846,56344;1109045,11;107323,3128;30409,47922;87729,38889;118138,8681;;;;;
DAV;UC;0-30ans;GP;0;401705,2428;110820149,3;6428269,889;5538471,359;111225,4148;5649696,774;;;;;
DAV;UC;0-30ans;PC;0;2264667,307;554620250,5;28495102,85;25985774,46;344345,8668;26330120,33;;;;;
DAV;UC;0-30ans;PP;0;63074,44483;11840284,45;913303,506;892371,668;9050,32271;901421,9907;;;;;
DAV;UC;30-40ans;GP;0;603451,5253;141514986,9;7749588,239;5614645,377;452130,9409;6066776,318;;;;;
DAV;UC;30-40ans;PC;0;2538093,963;443381047,9;23405589,81;18117869,32;1186945,001;19304814,32;;;;;
DAV;UC;30-40ans;PP;0;138626,0164;22927572,79;1509422,559;1229537,17;77123,0649;1306660,235;;;;;
DAV;UC;40-50ans;GP;0;932226,1226;190345616,3;9983729,24;6606582,788;1411533,694;8018116,483;;;;;
DAV;UC;40-50ans;PC;0;5734859,892;989374445,7;50361361,77;35606197,12;6815616,22;42421813,34;;;;;
DAV;UC;40-50ans;PP;0;393768,079;65861758,9;4002126,751;2978455,053;494021,837;3472476,89;;;;;
DAV;UC;50-60ans;GP;0;1368680,161;260943996,6;13830774,55;8093048,25;4447175,607;12540223,86;;;;;
DAV;UC;50-60ans;PC;0;13198103,16;2189795545;110792369,2;68058239,64;34942440,77;103000680,4;;;;;
DAV;UC;50-60ans;PP;0;682683,645;109321273,5;6391857,284;4273915,431;1735877,78;6009793,211;;;;;
DAV;UC;60-70ans;GP;0;1316064,202;249196965,8;14701891,94;7651623,954;7488520,56;15140144,51;;;;;
DAV;UC;60-70ans;PC;0;17967995,77;2946013519;163951169,4;79229181,46;90279540,52;169508722;;;;;
DAV;UC;60-70ans;PP;0;936206,716;154115283,1;9616089,264;5621444,546;4394127,585;10015572,13;;;;;
DAV;UC;70-75ans;GP;1;333717,0989;65380736,9;4557373,024;1958478,935;2964920,799;4923399,734;;;;;
DAV;UC;70-75ans;PC;1;4652702,099;820165016;54425561,24;19551373,06;38017156,19;57568529,25;;;;;
DAV;UC;70-75ans;PP;1;215161,9829;38298029,02;2764982,146;1380050,96;1609607,439;2989658,399;;;;;
DAV;UC;75-80ans;GP;1;82509,60978;20806410,1;1724040,148;645835,7658;1237982,4;1883818,166;;;;;
DAV;UC;75-80ans;PC;1;1348863,755;285122104,4;23140948,17;7047813,469;17403376,15;24451189,62;;;;;
DAV;UC;75-80ans;PP;1;25962,28365;5238380,263;477912,8999;232442,8274;291455,5191;523898,3465;;;;;
DAV;Prevoyance;+80ans;GP;1;0;0;0;0;0;0;;;;;
DAV;Prevoyance;0-30ans;GP;0;59892,57856;0;1485990,627;0;494834,9164;494834,9164;;;;;
DAV;Prevoyance;30-40ans;GP;0;168805,6173;0;4701916,619;0;1565738,305;1565738,305;;;;;
DAV;Prevoyance;40-50ans;GP;0;261693,1766;0;5727377,428;0;1907216,757;1907216,757;;;;;
DAV;Prevoyance;50-60ans;GP;0;162021,8744;0;3357385,466;0;1118009,191;1118009,191;;;;;
DAV;Prevoyance;60-70ans;GP;0;75273,07668;0;1275792,273;0;424838,8133;424838,8133;;;;;
DAV;Prevoyance;70-75ans;GP;1;2328,22459;0;42146,1715;0;14034,6753;14034,6753;;;;;
DAV;Prevoyance;75-80ans;GP;1;0;0;0;0;0;0;;;;;
DAV;EURO;+80ans;Ex PC;1;6511,94592;8199848,47;1185217,1;548127,003;725344,902;1273471,905;;;;;
DAV;EURO;0-30ans;Ex PC;0;3620,52653;3052897,36;322584,1;310907,79;3666,34364;314574,1336;;;;;
DAV;EURO;30-40ans;Ex PC;0;7696,91523;5626480,18;642895,7;627690,944;15249,5191;642940,4631;;;;;
DAV;EURO;40-50ans;Ex PC;0;5936,38927;4761579,73;452465,9;418258,468;29801,349;448059,817;;;;;
DAV;EURO;50-60ans;Ex PC;0;14270,6711;10193569,5;955777,5;830239,742;131898,236;962137,978;;;;;
DAV;EURO;60-70ans;Ex PC;0;7540,60771;7484299,08;702119,8;554140,322;197199,125;751339,447;;;;;
DAV;EURO;60-70ans;NC;0;0;0;0;0;0;0;;;;;
DAV;EURO;70-75ans;Ex PC;1;1594,9904;1682316,04;188838,022;137224,091;66732,3327;203956,4237;;;;;
DAV;EURO;75-80ans;Ex PC;1;5711,89799;6499926,07;619344,875;314915,984;361281,778;676197,762;;;;;
DAV;UC;+80ans;Ex PC;1;451,220875;99979,4376;16932,1563;8345,90431;9389,23434;17735,13865;;;;;
DAV;UC;0-30ans;Ex PC;0;8779,75021;1240073;87854,6792;66360,9802;2174,45041;68535,43061;;;;;
DAV;UC;30-40ans;Ex PC;0;2764,78045;429106,455;55185,2795;51380,8061;1201,09158;52581,89768;;;;;
DAV;UC;40-50ans;Ex PC;0;5466,76073;764991,769;76145,1193;59911,1908;7047,76626;66958,95706;;;;;
DAV;UC;50-60ans;Ex PC;0;6997,8985;925627,083;66629,7794;46077,1023;15357,5818;61434,6841;;;;;
DAV;UC;60-70ans;Ex PC;0;27725,5844;3663498,86;246909,598;152091,319;99722,0514;251813,3704;;;;;
DAV;UC;70-75ans;Ex PC;1;795,23145;118376,452;9933,65394;4265,66424;6278,27643;10543,94067;;;;;
DAV;UC;75-80ans;Ex PC;1;878,857586;130364,822;9999,99943;2211,59913;9017,20917;11228,8083;;;;;
DAV;Prevoyance;0-30ans;NC;0;602473,14;0;8708123,89;0;2087349,1;2087349,1;;;;;
DAV;Prevoyance;30-40ans;NC;0;875782,773;0;13914721,06;0;3558859,84;3558859,84;;;;;
DAV;Prevoyance;40-50ans;NC;0;983333,744;0;14877838,59;0;3720540,9;3720540,9;;;;;
DAV;Prevoyance;50-60ans;NC;0;813104,373;0;12022635,77;0;3002625,22;3002625,22;;;;;
DAV;Prevoyance;60-70ans;NC;0;1634904,173;0;24220590,93;0;4504761,84;4504761,84;;;;;
DAV;Prevoyance;70-75ans;NC;1;13174,84;0;164606,346;0;20804,94;20804,94;;;;;
DAV;Prevoyance;75-80ans;NC;1;0;0;0;0;0;0;;;;;
